book,chapter,verse,huggingface_image_link,current_text,corrected_text,uncertainty_count,uncertainties,images
corinthians1,14,5,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000098.png,וּמֵהֵר אֲנִי אֲשֶׁר לְכֻלְּכֶם תְּדַבְּרוּ לְשׁוֹנוֹת וּלְאַנְשִׁים מְדַבְּרוּ כִּי־הַמִּתְנַבֵּא גָדוֹל הוּא מִמְדַבֵּר בִּלְשׁוֹנוֹת כִּבְלֵד אִם בִּנְבִיא הוּא אֲשֶׁר נִקְרַאת מִבֵּן תִּבֶן חֵק מִמֶּנּוּ,ומי־יתן אֲשֶׁר כֻלְּכֶם תְּדַבְּרוּ בלְשׁוֹנוֹת אך יותר אשר תתנבאון כִּי־הַמִּתְנַבֵּא גָדוֹל הוּא מִמְדַבֵּר בִּלְשׁוֹנוֹת בלבד אִם מבאר הוּא הקהלה מבנה תקח מִמֶּנּוּ,3,"Word 'לְכֻלְּכֶם' - double lamed uncertain, could be printing artifact | Word 'כִּבְלֵד' - unusual form, may be misread | Final phrase ambiguous due to complex nikud",000098.png
corinthians1,15,40,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000120.png,וּגְוִיּוֹת הַשָּׁמַיִם גּוּפוֹת בַּמְּדִינָה וְהָעָצֶר וְגַם כְּבוֹד אַךְ הוּא לִגְוִיּוֹת הַשָּׁמַיִם וְגַם אַךְ לְכָבוֹד לַגִּוֹת הָאָרְצִי,וגופות הַשָּׁמַיִם וגּוּפוֹת מתחת הארץ וְגַם כְּבוֹד אחר הוּא לגופות הַשָּׁמַיִם וְגַם אחר לאשר מתחת הארץ,1,"Verse 40 contains several unusual forms: 'בַּמְּדִינָה', 'הָעָצֶר', 'לַגִּוֹת' - transcribed as visible but may be non-standard",000120.png
corinthians1,15,41,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000120.png,אַךְ כְּבוֹד לַשֶׁמֶשׁ וּכְבוֹד אַךְ הוּא לַלְּבָנָה וּכְבוֹד אַךְ לַכּוֹכָבִים כִּי מַהֲלֶכֶת הָיא בּוֹ כּוֹכָב לְכוֹכָב בַּכָּבוֹד,כְּבוֹד אחר לַשֶׁמֶשׁ וּכְבוֹד אחר לַלְּבָנָה וּכְבוֹד אחר לַכּוֹכָבִים כִּי מחלקת הָיא בין כּוֹכָב לְכוֹכָב בַּכָּבוֹד,1,Verse 41 contains unusual form 'מַהֲלֶכֶת' - transcribed as visible,000120.png
james,2,25,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/james/000016.png,וְגַם־כֵּן גַּם רָחָב אִשָּׁה זוֹנָה הֲלֹא מִמַּעֲשִׂים נִצְדְּקָה בְּקַבְּלָהּ אֵת הַמַּלְאָכִים וַיְּבָרֶךָ אֲתֵי בְּשָׁבוּחַ,וכמו כֵּן גַּם רָחָב אִשָּׁה זוֹנָה הֲלֹא מִמַּעֲשִׂים נִצְדְּקָה המקַבְּלָהּ אֵת־הַמַּלְאָכִים ובדרך אחר משלחה,1,Verse 25: Final word 'בְּשָׁבוּחַ' may have variant reading - unclear if this is the exact form,000016.png
james,3,1,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/james/000016.png,אַל־תִּרְבּוּ מְלַמְּדִים רַבִּים בְּכֶם אַחַי יוֹדְעִים כִּי בְשָׁפַט גָּדוֹל נְאַחֲרִים נִשָּׁא,אַל־יהיו מְלַמְּדִים רַבִּים בְּכֶם יוֹדְעִים כִּי־ משָׁפַט גָּדוֹל מאַחֲרִים נִשָּׁא,1,Verse 1: Word 'נְאַחֲרִים' or 'נְאַתֲרִים' - middle letter uncertain,000016.png
james,3,16,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/james/000022.png,כִּי אֲשֶׁר קִנְאָה וּמְרִיבָה שָׁם הַרְהִי מְעֻשָּׂה שָׁלֹא הַדָּבְרִים שֹׁלְחַן טְרִידָה וְכׇל מַעֲשֶׂה רָע,כִּי־איה קִנְאָה וּמְרִיבָה שָׁם הדחי וכל־מְעֻשָּׂה שוא,1,Word boundaries in verse 16 need verification,000022.png
james,3,17,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/james/000022.png,וְהַחָכְמָה אֲשֶׁר מִלְמַעְלָה בָרִאשֹׁנָה וּפַה זַכָּה הִיא וְאַחַר־כֵּן נְתַרְדְּפֵיהָ סְלִיחָה וְעֶרֶךְ שָׁלוֹם נְתַרְדְּפֵי חֶסֶד וּרְחַמִים וּמְלֵאָה בַּעֲשִׂים טוֹבִים וּבִלְתִּי חִלּוּק נִמְרֶמָה,וְהַחָכְמָה אֲשֶׁר מִלְמַעְלָה בָרִאשֹׁנָה זַכָּה הִיא וְאַחַרי־כֵּן תבקש שלום ותרדפהו סְלִחָה שומעה ליקהה מְלֵאָה חסד ורחמים ומלאה מעֲשִׂים טוֹבִים לא מתנכרת ובלי־תך ומרמה,1,Complex verse with multiple compounds,000022.png
james,4,2,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/james/000022.png,אַתֶּם תִּרְאוּ בְּמִשְׁפָּטִים וְאֵין הִתְרַגְּזוּ וְקִנֵּאתֶם וְלֹא תַּכְלוּלוּ הֲלֹא תִלְחֲמוּ וְלֹא יִהְיֶה לָכֶם עַל כִּי לֹא שָׁאַלְתֶּם אֹתוֹ,אף־כי־תתאוו בנפשכם ואין תהרגו ותקנאו וְלֹא תוכלו להחזיק רוב תריבו ותִלְחֲמוּ וְלֹא יִהְיֶה לָכֶם עַל־כִּי־לֹא שואלים אתם,1,Verse 2 has complex word boundaries,000022.png
james,4,17,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/james/000028.png,כִּי אֲשֶׁר יוֹדֵעַ לַעֲשׂוֹת טוֹב וְלֹא עֹשֵׂהוּ חַטָּאת לוֹ דָבָר בְּרֹאשׁ,כִּי־אֲשֶׁר יוֹדֵעַ לַעֲשׂוֹת טוֹב וְלֹא עֹשֵׂהוּ חַטָּאה לוֹ דמו בְּרֹאשׁו,1,"בְּרֹאשׁ - Final word unclear, may be punctuation mark not fully visible",000028.png
james,5,3,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/james/000028.png,זְהַבְכֶם וְכַסְפְּכֶם נֶחְלַאוּ וְחֶלְאָתָם תִּהְיֶה לָכֶם לְעוֹן צְוֹרֵרֶת וְחֶלְאָתָם תְּהִי בְּבְשַׂרְכֶם כְּמוֹ אֵשׁ צְוַרְתֶּם לָכֶם לַאֲחֲרִית הַיָּמִים,זְהַבְכֶם וְכַסְפְּכֶם עששו ועשהם יהיה להם לעדות ויאכל את־בְשַׂרְכֶם כְּמוֹ אֵשׁ אשר אצרתם לָכֶם לַאֲחֲרִית הַיָּמִים,2,צְוֹרֵרֶת - uncertain reading | צְוַרְתֶּם - uncertain reading,000028.png
james,5,4,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/james/000028.png,הִנֵּה שְׂכַר הַפּוֹעֲלִים הַשְּׁכִיל הַקּוֹצְרִים אֶת־אֲדָמוֹתֵיכֶם אֲשֶׁר מִמֶּכֶם קוֹרֵא נִבְזֶךָ וְנִזְעֲקוּ הַקּוֹצְרִים בָּאוּ עַל אָזְנֵי יְהוָה צְבָאוֹת,הִנֵּה שְׂכַר הַפּוֹעֲלִים אשר קצרו אֶת־אֲרציכֶם השכול מִמֶּכֶם קוֹרֵא וזועק וזעקת הַקּוֹצְרִים בָּאה עַל־אָזְנֵי יְהוָה צְבָאוֹת,2,הַשְּׁכִיל - uncertain reading | נִבְזֶךָ - uncertain reading,000028.png
james,5,6,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/james/000028.png,תִּנְבֶה נִרְגָּמוּ אֶת־הַצַּדִּיק אֲשֶׁר לֹא וַהֲקוֹמֶם עֲלֵיכֶם,חיבתם והרגתם אֶת־הַצַּדִּיק אֲשֶׁר לֹא הֲתקוֹמֶם עֲלֵיכֶם,3,תִּנְבֶה - uncertain reading | נִרְגָּמוּ - uncertain reading | וַהֲקוֹמֶם - uncertain reading,000028.png
john1,2,8,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john1/000011.png,נֶאֱסַף מִבְּצֵא חֲרָשָׁה כִּתַהֲב אֲנִי־אֱלֵיהֶם שָׁאַבֲא אִמְּהָ בּוֹ וַכְּבִישִׁים עַתָּה נֶסַבְ תַּהֲוְאוּ נְבוּן עֲפָהּ נֶגְבֵּהּ,ועוד מצוה חדשה כותב אֲנִי־אֱלֵיכם שהיא אמת בּוֹ ובכם כי־החשך עבר והאור נאמן עתה נגה,2,Verse 8: First word unclear due to print quality | Verse 8: Multiple Nikud marks difficult to distinguish with certainty,000011.png
john1,2,13,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john1/000011.png,כּוֹתֵב אֲנִי אֲלֵיכֶם אֲבוֹת כִּי־יְדַעְתֶּם אוֹתוֹ אֲשֶׁר הָיָה מִבְּרֵאשִׁית כּוֹתֵב אֲנִי אֲלֵיכֶם בַּחוּרִים כִּי גְבַרְתֶּם מֵרַע,כּוֹתֵב אֲנִי אֲלֵיכֶם האֲבוֹת כִּי־יְדַעְתֶּם אוֹתוֹ אֲשֶׁר הָיָה מִבְּרֵאשִׁית כּוֹתֵב אֲנִי אֲלֵיכֶם הבַּחוּרִים כִּי־גְבַרְתֶּם מֵרַע,1,"Verse 13: Complex verse spanning multiple lines, word boundaries verified but some Nikud marks compressed",000011.png
john1,2,16,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john1/000013.png,כִּי כָּל אֲשֶׁר בָּעוֹלָם הוּא הַתְּבֶשֶׁר הוּא וְתַאֲוַת עֵינַיִם תַּאֲוַת אֲוַת מִן־תַּאֲוָה מִן־מִתְגַּאֲוַת אִינֶנָּה מִן־הָאָב כִּי־אִם מִן־הָעוֹלָם,כִּי כָּל אֲשֶׁר בָּעוֹלָם תאות הַבֶשֶׁר הוּא וְתַאֲוַת עֵינַיִם וגאון החיה אִינֶנָּה מִן־הָאָב כִּי־אִם מִן־הָעוֹלָם,2,הַתְּבֶשֶׁר - unclear vocalization | תַּאֲוָה - repetitive text structure unclear,000013.png
john1,2,18,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john1/000013.png,בָּנַי עַת קֵץ הַיא וְכַאֲשֶׁר שְׁמַעְתֶּם כִּי יָבוֹא מָשִׁיחַ שָׁקֶר וְעַתָּה מְשִׁיחֵי שְׁקָדִים רַבִּים הָיוּ מִזֶּאנוּ יוֹדְעִים אֲנַחְנוּ כִּי־עַת קֵץ הִיא,בָּנַי עַת קֵץ הַיא וְכַאֲשֶׁר שְׁמַעְתֶּם כִּי־יָבוֹא מָשִׁיחַ שָׁקֶר ומעת מְשִׁיחֵי שְׁקָרים רַבִּים הָיוּ מאיזא יוֹדְעִים אֲנַחְנוּ כִּי־עַת קֵץ הִיא,2,מָשִׁיחַ - possible dagesh in shin unclear | שְׁקָדִים - unusual word form,000013.png
john1,3,20,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john1/000023.png,כִּי אִם־לְבָבֵנוּ יִרְאֵב אוֹתָנוּ בְּמָה דְּגַדּוֹל הָאֱלֹהִים מִלְּבַבֵּנוּ וְיוֹדֵעַ אֶת־כָּל־דָּבָר,ואִם לְבָבֵנוּ יחיב אוֹתָנוּ כמָה גַדּוֹל הָאֱלֹהִים מִלְּבַבֵּנוּ וְיוֹדֵעַ אֶת־כָּל דָּבָרים,1,"Verse 20: Third word - character after Mem appears to be Resh (יִרְאֵב), though the shape is slightly unclear",000023.png
john1,4,15,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john1/000029.png,לְכֹל כָּל אֲשֶׁר יְהוָֹדֶה כִּי יֵשׁוּעַ הוּא בֶּן־אֱלֹהִים הוּא בְעוֹמְדוֹ בֵאלֹהִים וֵאלֹהִים בּוֹ,לְכֹן כָּל־אֲשֶׁר יתודה כִּי־יֵשׁוּעַ הוּא בֶּן־אֱלֹהִים בו מעודד אלֹהִים והוא אלֹהִים,1,"יְהוָֹדֶה - unusual form, possibly יוֹדֶה or variant",000029.png
john1,4,17,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john1/000029.png,בְּזֹאת נִשְׁלְמָה הָאַהֲבָה לְבַטְחֵֽנוּ אֲשֶׁר נִּתְרֵֽי־לָֽנוּ בְּיוֹם הַדִּין כִּי־כְמוֹתוֹ הֵנָּה גַם הוֹיֽנוּ אֲנַֽחְנוּ בָּעוֹלָם הַזֶּה,בְּזֹאת נִשְׁלְמָה הָאַהֲבָה עמנו אֲשֶׁר תהי־לָֽנוּ בטחון בְּיוֹם דִּין כִּי־כְמוֹתוֹ הוה גַם הווים אֲנַֽחְנוּ בָּעוֹלָם הַזֶּה,1,נִּתְרֵֽי - possibly נִבְטֵי or variant form,000029.png
mark,3,5,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000024.png,וְנַתְעִים מַסְכִּיב בַּחֲמָרָא נִשְׁווּחַח עַל כַּהָוָא כְכֻלָּם וְאָבַד לְבָחֵין וְאַסַר לוֹ מִבָר פְּשַׁט אַיְךְ וּפְשַׁט וַיְהִי אֵידְהּ,ויביטם מסביב בחמה וישתוחח עַל־כהת לבבהם ויאמר אל־האיש הטה את־ידך ויט ותושב ידו בריאה כמו האחרת,1,verse 5: Hutter's typeface makes some letters ambiguous; transcribed visible ink exactly,000024.png
mark,3,9,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000024.png,וַיֹּאמֶר לְתַלְמִידָיו לְהַעֲמִיד לוֹ אֵלָיו עַמֻּד תָּם בֶּן יוֹנוּ,וַיֹּאמֶר לְתַלְמִידָיו להקריב אֵלָיו אניה בעבור העם פן־יונוהו,1,verse 9: Final word יוֹנוּ - transcribed visible nikud exactly,000024.png
mark,4,7,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000032.png,וְאַחֵד נָפַל בַּקּוֹצִים וַיַּעֲלוּ הַקּוֹצִים וַיְחַנְּקוּהוּ וּמַיִם לֹא נָתַן פְּרִי עָלָה וְצוּבַת וְעָלָה,וְאַחֵר נָפַל בַּקּוֹצִים וַיַּעֲלוּ הַקּוֹצִים וַיְחַנְּקוּהוּ ופריו לֹא נָתַן,1,"וְצוּבַת - second-to-last word, unusual form",000032.png
mark,4,19,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000036.png,וְנִדְגְּאוֹת הַצֹּאנִם הֵרָה וּמִזְבַּחַת חָחוֹן וּמִזַּמְּדֵי עֵינֵי עַל אַחֲדֵיהֶם יְבוֹאוּ בְּתוֹסְפֶּת אֱת הַדָּבָר וּמָחוּלָא יִשְׁטֶה,וְהדְאגְּוֹת העולם הזה ומרמת ההון ומחמדי עין עַל־אחריתם יְבוֹאוּ ויחנקו את־הדבר ופריו לא יעשה,1,"Verse 19: Complex vocalization, some letters unclear due to printing quality",000036.png
mark,4,25,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000036.png,כִּי כָל אֲשֶׁר הָיָה לוֹ יִנָּתֵן לוֹ וְנֹאסֵף לוֹ דִבְּרֵי גַם אֶת־אֲשֶׁר לוֹ יִקֵּח מִמֶּנּוּ,כִּי כָל־אֲשֶׁר הָיָה לוֹ יִנָּתֵן לוֹ ואשר איננו לוֹ דִבְּרֵ גַם אֶת־אֲשֶׁר לוֹ יִקֵּח מִמֶּנּוּ,1,Verse 25: Some vocalization marks are faint or unclear,000036.png
mark,5,7,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000042.png,וַיִּזְעַק בְּקוֹל גָּדוֹל לֵאמֹר מַה־לִּי וָלָךְ יֵשׁוּעַ בֶּן־אֱלֹהֵי הָעֶלְיוֹן אַשְׁבִּיעֲךָ בֵּאלֹהִים אַל־תְּשַׁמְּעֵנִי,וַיִּזְעַק בְּקוֹל גָּדוֹל לֵאמֹר מַה לִּי וָלָךְ יֵשׁוּעַ בֶּן־אֱלֹהֵי הָעֶלְיוֹן אַשְׁבִּיעֲה בֵּאלֹהִים פן־תְּשַׁמְּנִי,1,אַשְׁבִּיעֲךָ,000042.png
mark,5,37,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000052.png,וְלֹא הָיְתָה אִישׁ לָבוֹא אַחֲרֵי כִּי אִם אֶת־פִּיּתֵא בְּיַעֲקֹב יִרְתֵּן אַת יַעֲקֹב,וְלֹא הניח אִישׁ לָבוֹא אַחֲרֵיו כִּי אִם אֶת־כיפה ויַעֲקֹב ויוחנן אחי יַעֲקֹב,1,"verse 37: word 'פִּיּתֵא' - unusual lexical form, transcribed exactly as visible",000052.png
mark,5,41,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000052.png,וַיְתַפֵּשׂ בְּיַד הַנַּעֲרָה וַיֹּאמֶר לָהּ טַלִיתָא קוּמִי וְהוּא מִתַּרְגֵּם אֲנִי לָךְ קוֹמִי,ויחזק בְּיַד הַנַּעֲרָה וַיֹּאמֶר לָהּ טַלִיתָא קוּמִי וְהוּא מִתַּרְגֵּם הנערה אומר אֲנִי לָךְ קוֹמִי,1,"verse 41: 'טַלִיתָא' - Aramaic transliteration, transcribed as visible",000052.png
mark,6,9,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000056.png,כִּי אִם לְהַנְעִיל אֵת מַעֲנִילִים וְלֹא לִלְבּשׁ שְׁנֵי שָׁנִים כַּנַּוָת,כִּי אִם לְהַנְעִיל אֵת מַנעֲלִים וְלֹא לִלְבּושׁ שתים כתנות,1,"Verse 9: Partial verse, vocalization uncertain in several words",000056.png
mark,6,10,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000056.png,וַיֹּאמֶר לָהֶם אֶל־בַּיִת בְּאֵיכָה יְהוּדָה שֵׁם שֵׁם עַד כִּי נַפְשַׁא מִשָּׁם,וַיֹּאמֶר לָהֶם אם תבואו בַּיִתה שבו שֵׁם עַד כִּי תצאו מִשָּׁם,1,"Verse 10: Multiple problematic readings, especially 'נַפְשַׁא'",000056.png
mark,6,11,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000056.png,וְכָל אֲשֶׁר לֹא יְהוּדָה אֶתְכֶם וְלֹא יִשְׁמְעוּ אֶתְכֶם שָׁאוּ מִשָּׁם וְהַנְעֲרוּ גַּם אֶת־עָפָר אֲשֶׁר תַּחַת רַגְלֵיכֶם לְעֵדוּת לָהֶם אָמַר אֲנִי אֹמֵר לָכֶם מְדַרְבָּה תִּהְיֶה סְדוֹם וַעֲמוֹרָה בַּיּוֹם דִּין מִצַּיִד לְסִיר מִסְּעָה הַהִיא,וְכָל אֲשֶׁר לֹא יקחו אֶתְכֶם וְלֹא יִשְׁמְעוּ אֶתְכֶם צאוּ מִשָּׁם ותנפצו גַּם אֶת־עָפָר אֲשֶׁר תַּחַת רַגְלֵיכֶם לְעֵדוּת לָהֶם אָמַן אֲנִי אֹומֵר לָכֶם נרפה תִּהְיֶה לסְדוֹם וַעֲמוֹרָה בַּיּוֹם דִּין מעיר הזאת,2,"Verse 11: Very long verse with multiple uncertain readings | Particularly uncertain: 'מְדַרְבָּה', 'מִצַּיִד לְסִיר מִסְּעָה'",000056.png
mark,6,12,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000056.png,וְהָיָה הַקּוֹרֵא לַשִׁבְעָנִים וַעֲשַׁרְתּוּן,ויצאו ויקראו לעשותם תשובה,1,"Verse 12: Short verse, last word uncertain",000056.png
mark,6,48,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000068.png,וַיִּקְרָא אֶל־הָעָם וַיֹּאמֶר אֲלֵיהֶם רְאוּ כִּי הַיְהוֹדִים כֹּה לָהֶם הַחֵץ וְהַמִּשְׁנֶה תַאֲבִיעִים נִתְלָה בָּא אֶלָיִם בִּימוֹלָו עַל־יָהֵם וְאָהֲבָה לַעֲבֹד אוֹתָם,וירא כי־השתוממו־בהתדפקם כי־היתה רוח להם להפך ובמשמרת הארבעית הלילה בא אליהם מתהלך על־היום ואבה לעבר אוֹתָם,1,verse 48: some characters unclear due to print quality,000068.png
mark,8,29,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000088.png,וְהוּא אָמַר לָהֶם וְאַתֶּם מִי אֲנִי אָמַר לָהֶם אֹמְרִים כִּי אַתָּה יֵשׁוּעַ מָשִׁיחַ בְּחִירַתּוֹ אַל־הוּא וְתַגִּיד,וְהוּא אָמַר לָהֶם וְאַתֶּם את־מִי אומרים כי אֲנִי הוה ויען כיפה ויאמר לו את הוה המָשִׁיחַ,1,The word 'מָשִׁיחַ' appears with unusual vocalization,000088.png
mark,9,12,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000096.png,כִּי נֵּעוֹל נֶאֱבַד לֶחֶם אֱלֹהֵינוּ יָבוֹא בְּרֵאשׁוֹנָה וִישׁוּבֵב כָּל־כַּן־אֲשֶׁר נִכְתַּב עַל־הָאָדָם כָּל־יָד יִבְעַר יִבְעֶה וְיֵעָנֶה,ויען ויאמר להם ואליהו יָבוֹא בְּרֵאשׁוֹנָה וִישׁוּבֵב כלם וכאֲשֶׁר נִכְתַּב עַל־בן־הָאָדָם כן־ינגע יכה וְיֵעָנֶה,1,"verse 12: complex vocalization on multiple words, some marks difficult to distinguish clearly",000096.png
mark,11,21,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000128.png,וַיָּשָׁב פֵּיטֵר יַאֲמֹר לוֹ רַבִּי רְאֵה וְהַתְּאֵנָה אֲשֶׁר אָרַת יְבֵשָׁה,ויוכר כיפה ויַאֲמֹר לוֹ רַבִּי רְאֵה וְהַתְּאֵנָה אֲשֶׁר אָרַות יְבֵשָׁה,1,פֵּיטֵר - first vowel could be Tsere or Segol,000128.png
mark,12,26,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000140.png,וְעַל הַמֵּתִים כִּי יָקוּמוּ הֲלֹא קְרָאתֶם בְּסֵפֶר מֹשֶׁה בְּסִפּוּר הַסְּנֶה לֵאמֹר וַיֹּאמֶר יְהוָֹה אֱלֹהִים מִתּוֹךְ הַסְּנֶה וַיֹּאמַד אָנֹכִי אֱלֹהֵי אַבְרָהָם וֵאלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב,וְעַל־הַמֵּתִים כִּי יָקוּמוּ הֲלֹא קְרָאתֶם בְּסֵפֶר מֹשֶׁה לאמר ויקרא אליו אֱלֹהִים מִתּוֹךְ הַסְּנֶה וַיֹּאמַר אָנֹכִי אֱלֹהֵי אַבְרָהָם וֵאלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב,1,Line 26 contains a very long verse spanning multiple text blocks,000140.png
mark,13,2,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000148.png,וַיֹּאמְרוּ שִׁמְעוּ אֶת־בְּנֵי יִשְׂרָאֵל נַעֲשֶׂה וַיֹּאמֶר לוֹ הָרוֹאֶה אֲנִי אֶת־בְּנֵי הָאֱלֹהִים הַאֵלֶּה הָרוֹאֵי עַל אֲבִי עַל־אֲבִי עַל־מַלְכוּת אֲשֶׁר לֹא נֶחֱרַם,ויען ישוע וַיֹּאמֶר לוֹ הָרוֹאֶה אֶת־בְּנֵינים האלה הגדולים לא תנח אבן על־אבן על־מכנתה אשר לא תהרס,3,Line 2: Text heavily damaged and partially illegible | Multiple words unclear due to print quality | Nikud marks difficult to distinguish in several positions,000148.png
mark,13,3,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000148.png,וַיִּשָּׁבְחוּ עַל־הָהָר מִזְרָחָה לְבַד הַחֵיבֶל שָׁאוֹל לוֹ בְּלַבָּדִים לִפֵּה בְּיַעֲקֹב וְיַתֵּחַ אֶמְדָּעִים,ובשבתו עַל־הָר הזיתים לנגד ההיכל שאלו בְּלַבָּדִם כיפה ויַעֲקֹב ויוחנן ואנדראוס,2,Line 3: Several words unclear | Nikud marks ambiguous in multiple positions,000148.png
mark,13,4,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000148.png,אָבִי לָנוּ בֵּין הָאָדָם בּוּמָה הָאוֹת מִי־בָכָל שָׁאוֹל לוֹ בְּלַבָּדִים הֵיא בְּנַי הַמְלָכִים בַּאֲבָם,אמר לָנוּ מתי יהיו האלה ומה הָאוֹת כי־יכלו כל הדברים האלה,2,Line 4: Text quality poor | Several consonants and nikud marks unclear,000148.png
mark,13,5,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000148.png,יֵשׁוּעַ עֹנֶה לָהֶם נִלוּל לִבְּכֶם דָּאוּ בְּנֵי יִשְׂרָאֵל אִישׁ,ויֵשׁוּעַ עֹנֶה לָהֶם ויחל לדבר ראו פן ישיאכם אִישׁ,1,Line 5: Some nikud marks unclear,000148.png
mark,13,6,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000148.png,כִּי־רַבִּים יִבֹּאוּ בִּשְׁמִי לֵאמֹר אֲנִי הוּא כִּי אָמַר הוּא יְכַבֵּשׁוּ לִבְבִים,כִּי־רַבִּים יִבֹואוּ בִּשְׁמִי לֵאמֹר כי אֲנִי הוּא ויתעו לרבים,1,Line 6: Several words partially illegible,000148.png
mark,13,7,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000148.png,וְאַם תִּשְׁמְעוּ מִלְחֲמוֹת וּשְׁמוּעוֹת מִלְחָמוֹת אַל־תִּבָּהֵלוּ כִּי צָרִיך לִהְיוֹת אֵן עַד קֵץ אֵינֶנּוּ הַקֵּץ,וְאַם תִּשְׁמְעוּ מִלְחֲמוֹת וּשְׁמוּעוֹת המִלְחָמוֹת אַל תִּבָּהֵלוּ כִּי־צָרִיך לִהְיוֹת אֵך עַד־הנה אֵינֶנּוּ הַקֵּץ,1,Line 7: Some nikud marks and consonants unclear,000148.png
mark,13,8,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/mark/000148.png,כִּי יָקוּם גּוֹי עַל־גּוֹי וּמַמְלָכָה עַל־מַמְלָכָה יִהְיֶה דָּעַשׁ בְּכָל מְקוֹמוֹת יִהְיוּ רָעָב וּרְגָזִים וְהַבְּלִים וְהַכֹּל הָאֵת רָאשִׁית וְהַמְחֵילִים וְהַכְּאֵבִים,כִּי יָקוּם גּוֹי עַל־גּוֹי וּמַמְלָכָה עַל־מַמְלָכָה ויִהְיֶה רעַשׁ בְּכָל מְקוֹמוֹת ויהיה רָעָב ומהומה רָאשִׁית החבלים האלה,2,Line 8: Extended verse with multiple unclear sections | Several words damaged or illegible,000148.png
